"package","afmfile","fontfile","FullName","FamilyName","FontName","Bold","Italic","Symbol","afmsymfile"
NA,"LHANDW.afm.gz","C:\Windows\Fonts\LHANDW.TTF","Lucida Handwriting Italic","Lucida Handwriting","LucidaHandwriting-Italic",FALSE,TRUE,FALSE,NA
NA,"LSANS.afm.gz","C:\Windows\Fonts\LSANS.TTF","Lucida Sans Regular","Lucida Sans","LucidaSans",FALSE,FALSE,FALSE,NA
NA,"LSANSD.afm.gz","C:\Windows\Fonts\LSANSD.TTF","Lucida Sans Demibold Roman","Lucida Sans","LucidaSans-Demi",FALSE,FALSE,FALSE,NA
NA,"LSANSDI.afm.gz","C:\Windows\Fonts\LSANSDI.TTF","Lucida Sans Demibold Italic","Lucida Sans","LucidaSans-DemiItalic",FALSE,TRUE,FALSE,NA
NA,"LSANSI.afm.gz","C:\Windows\Fonts\LSANSI.TTF","Lucida Sans Italic","Lucida Sans","LucidaSans-Italic",FALSE,TRUE,FALSE,NA
NA,"LTYPE.afm.gz","C:\Windows\Fonts\LTYPE.TTF","Lucida Sans Typewriter Regular","Lucida Sans Typewriter","LucidaSans-Typewriter",FALSE,FALSE,FALSE,NA
NA,"LTYPEB.afm.gz","C:\Windows\Fonts\LTYPEB.TTF","Lucida Sans Typewriter Bold","Lucida Sans Typewriter","LucidaSans-TypewriterBold",TRUE,FALSE,FALSE,NA
NA,"LTYPEBO.afm.gz","C:\Windows\Fonts\LTYPEBO.TTF","Lucida Sans Typewriter Bold Oblique","Lucida Sans Typewriter","LucidaSans-TypewriterBoldOblique",TRUE,TRUE,FALSE,NA
NA,"LTYPEO.afm.gz","C:\Windows\Fonts\LTYPEO.TTF","Lucida Sans Typewriter Oblique","Lucida Sans Typewriter","LucidaSans-TypewriterOblique",FALSE,TRUE,FALSE,NA
NA,"l_10646.afm.gz","C:\Windows\Fonts\l_10646.ttf","Lucida Sans Unicode","Lucida Sans Unicode","LucidaSansUnicode",FALSE,FALSE,FALSE,NA
NA,"MAGNETOB.afm.gz","C:\Windows\Fonts\MAGNETOB.TTF","Magneto Bold","Magneto","Magneto-Bold",TRUE,FALSE,FALSE,NA
NA,"MAIAN.afm.gz","C:\Windows\Fonts\MAIAN.TTF","Maiandra GD","Maiandra GD","MaiandraGD-Regular",FALSE,FALSE,FALSE,NA
NA,"malgun.afm.gz","C:\Windows\Fonts\malgun.ttf","Malgun Gothic","Malgun Gothic","MalgunGothic",FALSE,FALSE,FALSE,NA
NA,"malgunsl.afm.gz","C:\Windows\Fonts\malgunsl.ttf","Malgun Gothic Semilight","Malgun Gothic Semilight","MalgunGothic-Semilight",FALSE,FALSE,FALSE,NA
NA,"malgunbd.afm.gz","C:\Windows\Fonts\malgunbd.ttf","Malgun Gothic Bold","Malgun Gothic","MalgunGothicBold",TRUE,FALSE,FALSE,NA
NA,"marlett.afm.gz","C:\Windows\Fonts\marlett.ttf","Marlett","Marlett","Marlett",FALSE,FALSE,FALSE,NA
NA,"MATURASC.afm.gz","C:\Windows\Fonts\MATURASC.TTF","Matura MT Script Capitals","Matura MT Script Capitals","MaturaMTScriptCapitals",FALSE,FALSE,FALSE,NA
NA,"himalaya.afm.gz","C:\Windows\Fonts\himalaya.ttf","Microsoft Himalaya","Microsoft Himalaya","Microsoft-Himalaya",FALSE,FALSE,FALSE,NA
NA,"msyi.afm.gz","C:\Windows\Fonts\msyi.ttf","Microsoft Yi Baiti","Microsoft Yi Baiti","Microsoft-Yi-Baiti",FALSE,FALSE,FALSE,NA
NA,"ntailu.afm.gz","C:\Windows\Fonts\ntailu.ttf","Microsoft New Tai Lue","Microsoft New Tai Lue","MicrosoftNewTaiLue",FALSE,FALSE,FALSE,NA
NA,"ntailub.afm.gz","C:\Windows\Fonts\ntailub.ttf","Microsoft New Tai Lue Bold","Microsoft New Tai Lue","MicrosoftNewTaiLue-Bold",TRUE,FALSE,FALSE,NA
NA,"phagspa.afm.gz","C:\Windows\Fonts\phagspa.ttf","Microsoft PhagsPa","Microsoft PhagsPa","MicrosoftPhagsPa",FALSE,FALSE,FALSE,NA
NA,"phagspab.afm.gz","C:\Windows\Fonts\phagspab.ttf","Microsoft PhagsPa Bold","Microsoft PhagsPa","MicrosoftPhagsPa-Bold",TRUE,FALSE,FALSE,NA
NA,"micross.afm.gz","C:\Windows\Fonts\micross.ttf","Microsoft Sans Serif","Microsoft Sans Serif","MicrosoftSansSerif",FALSE,FALSE,FALSE,NA
NA,"taile.afm.gz","C:\Windows\Fonts\taile.ttf","Microsoft Tai Le","Microsoft Tai Le","MicrosoftTaiLe",FALSE,FALSE,FALSE,NA
NA,"taileb.afm.gz","C:\Windows\Fonts\taileb.ttf","Microsoft Tai Le Bold","Microsoft Tai Le","MicrosoftTaiLe-Bold",TRUE,FALSE,FALSE,NA
NA,"MSUIGHUR.afm.gz","C:\Windows\Fonts\MSUIGHUR.TTF","Microsoft Uighur","Microsoft Uighur","MicrosoftUighur",FALSE,FALSE,FALSE,NA
NA,"MSUIGHUB.afm.gz","C:\Windows\Fonts\MSUIGHUB.TTF","Microsoft Uighur Bold","Microsoft Uighur","MicrosoftUighur-Bold",TRUE,FALSE,FALSE,NA
NA,"mriam.afm.gz","C:\Windows\Fonts\mriam.ttf","Miriam","Miriam","Miriam",FALSE,FALSE,FALSE,NA
NA,"mriamc.afm.gz","C:\Windows\Fonts\mriamc.ttf","Miriam Fixed","Miriam Fixed","MiriamFixed",FALSE,FALSE,FALSE,NA
NA,"MISTRAL.afm.gz","C:\Windows\Fonts\MISTRAL.TTF","Mistral","Mistral","Mistral",FALSE,FALSE,FALSE,NA
NA,"MOD20.afm.gz","C:\Windows\Fonts\MOD20.TTF","Modern No. 20","Modern No. 20","Modern-Regular",FALSE,FALSE,FALSE,NA
NA,"monbaiti.afm.gz","C:\Windows\Fonts\monbaiti.ttf","Mongolian Baiti","Mongolian Baiti","MongolianBaiti",FALSE,FALSE,FALSE,NA
NA,"MTCORSVA.afm.gz","C:\Windows\Fonts\MTCORSVA.TTF","Monotype Corsiva","Monotype Corsiva","MonotypeCorsiva",FALSE,FALSE,FALSE,NA
NA,"HDAS.afm.gz","C:\Windows\Fonts\HDAS.TTF","Monotype Hadassah","Monotype Hadassah","MonotypeHadassah",FALSE,FALSE,FALSE,NA
NA,"HDASBD.afm.gz","C:\Windows\Fonts\HDASBD.TTF","Monotype Hadassah Bold","Monotype Hadassah","MonotypeHadassah-Bold",TRUE,FALSE,FALSE,NA
NA,"OUTLOOK.afm.gz","C:\Windows\Fonts\OUTLOOK.TTF","MS Outlook","MS Outlook","MSOutlook",FALSE,FALSE,FALSE,NA
NA,"REFSAN.afm.gz","C:\Windows\Fonts\REFSAN.TTF","MS Reference Sans Serif","MS Reference Sans Serif","MSReferenceSansSerif",FALSE,FALSE,FALSE,NA
NA,"REFSPCL.afm.gz","C:\Windows\Fonts\REFSPCL.TTF","MS Reference Specialty","MS Reference Specialty","MSReferenceSpecialty",FALSE,FALSE,FALSE,NA
NA,"mvboli.afm.gz","C:\Windows\Fonts\mvboli.ttf","MV Boli","MV Boli","MVBoli",FALSE,FALSE,FALSE,NA
